,SUBDIVISION,YEAR,Parameter,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
11994,WEST RAJASTHAN,1978,Actual,0.1,11.6,4.4,5.3,0.0,32.6,215.4,74.2,23.4,1.4,10.5,0.7,379.7,11.7,9.7,345.6,12.6
11995,WEST RAJASTHAN,1978,Percentage departure,-97.4,141.6,16.1,59.9,-100.0,13.4,128.3,-20.5,-39.5,-73.9,508.5,-64.1,31.5,43.1,-41.0,35.5,40.9
11996,WEST RAJASTHAN,1978,No. of districts,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,
11997,WEST RAJASTHAN,1979,Actual,2.9,25.5,1.7,0.7,31.6,19.0,118.6,71.9,16.7,10.6,7.5,1.7,308.2,28.4,34.0,226.1,19.7
11998,WEST RAJASTHAN,1979,Percentage departure,-14.0,428.2,-55.1,-78.4,238.2,-34.0,25.6,-23.0,-56.7,101.8,331.2,-15.7,6.8,246.0,106.8,-11.4,120.1
11999,WEST RAJASTHAN,1979,No. of districts,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,
12000,WEST RAJASTHAN,1980,Actual,0.4,0.1,5.4,0.4,6.2,39.6,129.7,22.9,14.6,3.8,2.0,13.2,238.4,0.5,12.1,206.8,19.0
12001,WEST RAJASTHAN,1980,Percentage departure,-87.8,-97.8,43.0,-86.8,-33.5,37.7,37.4,-75.4,-62.2,-28.2,18.1,565.3,-17.4,-93.7,-26.5,-18.9,112.4
12002,WEST RAJASTHAN,1980,No. of districts,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,
12003,WEST RAJASTHAN,1981,Actual,5.3,2.6,7.3,0.0,9.2,15.3,108.9,40.5,22.6,0.2,34.8,1.8,248.5,7.9,16.6,187.3,36.8
12004,WEST RAJASTHAN,1981,Percentage departure,56.8,-46.9,92.8,-99.3,-1.2,-46.9,15.4,-56.6,-41.5,-96.3,1907.5,-8.7,-13.9,-4.2,0.9,-26.6,310.7
12005,WEST RAJASTHAN,1981,No. of districts,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,
12006,WEST RAJASTHAN,1982,Actual,11.3,4.0,12.3,27.7,41.3,17.7,77.0,100.6,7.7,7.3,3.5,1.4,311.8,15.4,81.3,202.9,12.2
12007,WEST RAJASTHAN,1982,Percentage departure,235.9,-16.3,222.5,740.2,341.8,-38.3,-18.5,7.7,-80.2,39.4,100.5,-27.4,8.0,87.6,394.2,-20.5,36.4
12008,WEST RAJASTHAN,1982,No. of districts,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,
12009,WEST RAJASTHAN,1983,Actual,2.8,0.8,2.1,36.1,37.3,33.4,183.8,111.4,51.6,10.0,0.0,0.0,469.3,3.6,75.5,380.1,10.1
12010,WEST RAJASTHAN,1983,Percentage departure,-17.1,-84.4,-44.4,993.9,299.4,16.3,94.7,19.3,33.4,91.6,-100.0,-99.0,62.5,-56.7,359.2,49.0,12.3
12011,WEST RAJASTHAN,1983,No. of districts,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,
12012,WEST RAJASTHAN,1984,Actual,0.1,2.8,0.1,1.1,0.0,8.7,50.4,85.3,54.5,0.1,0.2,0.0,203.2,2.8,1.2,198.9,0.2
12013,WEST RAJASTHAN,1984,Percentage departure,-97.9,-42.9,-96.8,-66.1,,-69.6,-46.6,-8.7,41.1,-98.9,-90.1,-100.0,-29.6,-65.5,-92.4,-22.0,-97.4
12014,WEST RAJASTHAN,1984,No. of districts,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,
12015,WEST RAJASTHAN,1985,Actual,0.3,0.0,0.6,8.9,10.9,12.3,97.6,55.2,4.2,4.2,0.3,2.8,197.4,0.4,20.4,169.3,7.3
12016,WEST RAJASTHAN,1985,Percentage departure,-90.3,-99.3,-84.6,171.0,16.3,-57.2,3.4,-40.9,-89.0,-19.4,-85.1,40.4,-31.6,-95.6,24.0,-33.6,-18.9
12017,WEST RAJASTHAN,1985,No. of districts,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,
12018,WEST RAJASTHAN,1986,Actual,0.5,10.4,2.4,0.3,26.0,20.5,95.1,44.9,3.5,0.5,0.0,0.1,204.2,10.9,28.7,164.0,0.6
12019,WEST RAJASTHAN,1986,Percentage departure,-84.6,114.8,-36.4,-90.5,178.3,-28.5,0.8,-51.9,-91.0,-89.7,-100.0,-96.9,-29.3,32.7,74.7,-35.7,-93.3
12020,WEST RAJASTHAN,1986,No. of districts,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,
12021,WEST RAJASTHAN,1987,Actual,6.7,0.5,5.7,0.9,34.8,36.7,22.9,29.3,1.8,0.6,0.0,3.1,143.0,7.2,41.5,90.7,3.6
12022,WEST RAJASTHAN,1987,Percentage departure,97.0,-88.8,50.9,-71.4,272.9,27.8,-75.7,-68.6,-95.4,-88.8,-100.0,53.6,-50.5,-12.2,152.4,-64.4,-59.4
12023,WEST RAJASTHAN,1987,No. of districts,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,
12024,WEST RAJASTHAN,1988,Actual,0.8,0.5,6.9,3.2,0.6,32.1,112.6,73.1,46.8,3.7,0.0,0.1,280.4,1.3,10.6,264.7,3.8
12025,WEST RAJASTHAN,1988,Percentage departure,-75.4,-90.6,80.9,-3.9,-93.7,11.8,19.3,-21.7,21.0,-28.6,-97.9,-97.3,-2.9,-84.3,-35.3,3.7,-57.3
12026,WEST RAJASTHAN,1988,No. of districts,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,
12027,WEST RAJASTHAN,1989,Actual,8.6,0.0,1.3,1.0,0.2,25.8,81.0,109.1,20.3,0.2,0.2,0.5,248.1,8.6,2.4,236.2,0.9
12028,WEST RAJASTHAN,1989,Percentage departure,153.6,-99.8,-65.3,-71.0,-98.4,-10.2,-14.2,16.8,-47.5,-96.8,-86.8,-75.6,-14.1,4.6,-85.2,-7.4,-90.2
12029,WEST RAJASTHAN,1989,No. of districts,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,,,,,
12030,WEST RAJASTHAN,1990,Actual,0.0,25.2,0.2,1.4,17.7,19.6,164.4,169.2,42.9,2.5,1.1,0.8,445.0,25.2,19.2,396.1,4.4
12031,WEST RAJASTHAN,1990,Percentage departure,-99.8,422.6,-95.7,-57.5,89.2,-31.8,74.2,81.2,11.0,-51.8,-37.7,-59.8,54.1,207.5,17.0,55.3,-50.8
12032,WEST RAJASTHAN,1990,No. of districts,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,
12033,WEST RAJASTHAN,1991,Actual,0.2,4.0,0.0,13.6,7.0,19.3,60.6,55.5,17.1,0.1,0.1,1.6,179.0,4.2,20.7,152.4,1.8
12034,WEST RAJASTHAN,1991,Percentage departure,-95.6,-16.4,-98.8,312.4,-24.9,-33.0,-35.8,-40.6,-55.9,-97.5,-97.0,-21.0,-38.0,-49.0,25.7,-40.3,-80.4
12035,WEST RAJASTHAN,1991,No. of districts,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,
12036,WEST RAJASTHAN,1992,Actual,9.6,7.4,1.3,0.7,5.5,8.1,126.2,117.2,143.4,5.4,0.9,0.1,425.8,17.0,7.5,394.9,6.4
12037,WEST RAJASTHAN,1992,Percentage departure,184.8,52.6,-67.1,-77.9,-41.4,-71.7,33.7,25.6,271.0,3.2,-49.4,-93.0,47.5,107.1,-54.7,54.8,-28.3
12038,WEST RAJASTHAN,1992,No. of districts,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,
12039,WEST RAJASTHAN,1993,Actual,2.2,3.3,2.0,3.0,5.9,48.6,172.1,6.8,47.9,1.5,0.2,0.0,293.5,5.4,10.9,275.4,1.7
12040,WEST RAJASTHAN,1993,Percentage departure,-36.2,-31.8,-48.4,-8.2,-36.9,69.2,82.4,-92.7,23.9,-71.2,-88.3,-99.3,1.6,-33.6,-33.8,7.9,-80.7
12041,WEST RAJASTHAN,1993,No. of districts,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,
12042,WEST RAJASTHAN,1994,Actual,10.7,0.3,0.4,9.9,2.7,31.9,188.5,100.6,70.4,0.0,0.0,0.0,415.5,11.0,13.0,391.4,0.0
12043,WEST RAJASTHAN,1994,Percentage departure,216.1,-93.5,-89.7,200.7,-70.8,11.0,99.7,7.7,82.1,-99.3,-99.8,-100.0,43.9,34.0,-20.7,53.4,-99.6
12044,WEST RAJASTHAN,1994,No. of districts,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,
12045,WEST RAJASTHAN,1995,Actual,8.2,8.0,2.2,3.0,1.3,18.8,194.8,101.6,16.3,13.6,0.0,0.0,367.9,16.3,6.6,331.5,13.6
12046,WEST RAJASTHAN,1995,Percentage departure,143.8,66.4,-41.7,-8.5,-85.8,-34.5,106.4,8.8,-57.9,159.8,-100.0,-100.0,27.4,98.2,-60.1,29.9,52.0
12047,WEST RAJASTHAN,1995,No. of districts,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,
12048,WEST RAJASTHAN,1996,Actual,2.2,3.2,2.5,2.3,22.0,143.2,47.6,64.2,16.9,3.7,0.0,0.0,307.9,5.4,26.8,271.9,3.8
12049,WEST RAJASTHAN,1996,Percentage departure,-33.7,-34.0,-35.2,-29.9,135.3,398.6,-49.6,-31.2,-56.2,-28.9,-98.3,-100.0,6.6,-33.9,62.7,6.6,-58.1
12050,WEST RAJASTHAN,1996,No. of districts,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,
12051,WEST RAJASTHAN,1997,Actual,1.1,0.2,5.5,10.6,20.3,65.9,56.4,103.9,20.6,51.5,3.6,5.6,345.1,1.3,36.4,246.7,60.7
12052,WEST RAJASTHAN,1997,Percentage departure,-67.2,-95.2,45.4,221.2,117.4,129.3,-40.3,11.3,-46.8,884.1,105.7,181.5,19.5,-83.6,121.6,-3.3,577.7
12053,WEST RAJASTHAN,1997,No. of districts,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,
12054,WEST RAJASTHAN,1998,Actual,0.0,8.7,4.5,5.6,0.9,51.1,55.0,32.5,63.0,58.2,0.1,0.0,279.6,8.7,11.0,201.6,58.3
12055,WEST RAJASTHAN,1998,Percentage departure,-98.8,80.0,19.1,68.5,-89.9,77.9,-41.7,-65.2,63.0,1011.0,-93.8,-100.0,-3.2,6.4,-32.9,-21.0,550.9
12056,WEST RAJASTHAN,1998,No. of districts,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,
12057,WEST RAJASTHAN,1999,Actual,6.4,3.1,0.2,0.0,39.3,23.8,55.9,61.5,6.5,7.6,0.0,0.0,204.3,9.5,39.6,147.6,7.6
12058,WEST RAJASTHAN,1999,Percentage departure,89.5,-36.4,-93.5,-100.0,321.0,-17.3,-40.7,-34.2,-83.3,44.7,-100.0,-100.0,-29.3,15.5,140.7,-42.1,-15.4
12059,WEST RAJASTHAN,1999,No. of districts,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,
12060,WEST RAJASTHAN,2000,Actual,0.5,0.5,0.3,3.1,4.3,8.2,171.6,39.6,5.7,1.1,0.5,0.0,235.3,1.0,7.7,225.1,1.5
12061,WEST RAJASTHAN,2000,Percentage departure,-84.3,-89.8,-91.4,-5.6,-54.4,-71.6,81.8,-57.6,-85.2,-79.5,-73.8,-100.0,-18.5,-87.5,-53.1,-11.8,-82.9
12062,WEST RAJASTHAN,2000,No. of districts,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,
12063,WEST RAJASTHAN,2001,Actual,0.5,1.1,0.1,9.5,23.8,48.6,122.9,68.7,2.8,7.3,0.0,0.0,285.3,1.5,33.4,243.1,7.3
12064,WEST RAJASTHAN,2001,Percentage departure,-85.5,-78.1,-98.0,189.3,154.8,69.3,30.3,-26.5,-92.6,38.5,-100.0,-100.0,-1.2,-81.1,103.2,-4.7,-19.0
12065,WEST RAJASTHAN,2001,No. of districts,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,
12066,WEST RAJASTHAN,2002,Actual,0.3,2.6,1.0,1.4,11.2,26.9,2.4,17.2,20.6,0.1,2.5,6.0,92.4,3.0,13.7,67.2,8.6
12067,WEST RAJASTHAN,2002,Percentage departure,-90.4,-45.2,-73.2,-57.4,20.2,-6.2,-97.5,-81.5,-46.6,-97.7,42.0,201.6,-68.0,-63.8,-17.0,-73.7,-4.3
12068,WEST RAJASTHAN,2002,No. of districts,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,
12069,WEST RAJASTHAN,2003,Actual,2.5,21.2,0.8,0.4,1.8,45.2,188.4,93.6,13.9,0.2,0.0,0.1,368.1,23.7,3.0,341.1,0.3
12070,WEST RAJASTHAN,2003,Percentage departure,-27.4,340.7,-79.0,-89.2,-80.7,57.3,99.6,0.2,-64.0,-96.1,-99.5,-94.2,27.5,189.1,-82.0,33.7,-96.3
12071,WEST RAJASTHAN,2003,No. of districts,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,
12072,WEST RAJASTHAN,2004,Actual,2.4,0.0,0.0,4.8,6.0,33.5,26.9,94.3,8.6,18.7,0.0,1.6,196.7,2.4,10.8,163.3,20.3
12073,WEST RAJASTHAN,2004,Percentage departure,-29.9,,-100.0,44.5,-35.9,16.6,-71.5,1.0,-77.7,257.5,-100.0,-21.1,-31.9,-71.1,-34.6,-36.0,126.6
12074,WEST RAJASTHAN,2004,No. of districts,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,
12075,WEST RAJASTHAN,2005,Actual,1.4,14.2,8.7,6.3,14.5,29.2,86.1,24.3,75.8,0.0,0.1,0.0,260.8,15.6,29.6,215.4,0.1
12076,WEST RAJASTHAN,2005,Percentage departure,-57.5,194.2,129.8,90.4,55.5,1.8,-8.8,-74.0,96.2,-100.0,-91.6,-100.0,-9.7,90.5,79.7,-15.6,-98.4
12077,WEST RAJASTHAN,2005,No. of districts,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,
12078,WEST RAJASTHAN,2006,Actual,0.0,0.0,16.9,3.4,8.3,36.9,52.7,203.6,31.3,5.3,0.4,2.5,361.3,0.0,28.6,324.4,8.3
12079,WEST RAJASTHAN,2006,Percentage departure,-100.0,-100.0,343.8,4.1,-11.3,28.5,-44.2,118.0,-19.1,2.1,-74.9,28.0,25.1,-100.0,73.9,27.1,-7.0
12080,WEST RAJASTHAN,2006,No. of districts,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,,,,
12081,WEST RAJASTHAN,2007,Actual,0.0,34.9,22.0,2.3,3.8,41.2,90.5,69.4,45.6,0.0,0.1,0.9,310.8,35.0,28.1,246.7,1.0
12082,WEST RAJASTHAN,2007,Percentage departure,-98.9,624.5,478.6,-30.1,-59.5,43.5,-4.2,-25.7,18.1,-100.0,-96.4,-52.3,7.6,326.5,70.9,-3.3,-88.7
12083,WEST RAJASTHAN,2007,No. of districts,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,
12084,WEST RAJASTHAN,2008,Actual,1.6,0.2,0.8,18.2,24.7,56.1,57.1,133.3,23.0,0.4,0.4,8.3,324.1,1.8,43.6,269.5,9.1
12085,WEST RAJASTHAN,2008,Percentage departure,-52.4,-95.1,-78.8,450.5,164.0,95.4,-39.6,42.7,-40.4,-92.5,-77.7,320.1,12.2,-77.5,165.3,5.6,1.9
12086,WEST RAJASTHAN,2008,No. of districts,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,
12087,WEST RAJASTHAN,2009,Actual,2.9,2.8,5.3,1.6,7.6,26.1,79.1,27.1,7.5,0.3,0.1,0.1,160.4,5.7,14.5,139.8,0.5
12088,WEST RAJASTHAN,2009,Percentage departure,-15.5,-40.9,38.9,-52.8,-18.5,-9.1,-16.1,-71.0,-80.6,-94.8,-94.9,-94.5,-44.4,-30.5,-12.1,-45.2,-94.7
12089,WEST RAJASTHAN,2009,No. of districts,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,
12090,WEST RAJASTHAN,2010,Actual,1.9,1.7,0.6,0.6,3.0,49.5,129.9,163.4,96.5,0.9,20.1,5.2,473.2,3.6,4.1,439.2,26.2
12091,WEST RAJASTHAN,2010,Percentage departure,-44.3,-63.7,-84.0,-83.1,-68.2,72.3,37.6,74.9,149.6,-82.7,1061.6,160.8,63.9,-55.7,-74.9,72.1,192.6
12092,WEST RAJASTHAN,2010,No. of districts,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,
12093,WEST RAJASTHAN,2011,Actual,0.0,11.8,1.5,1.5,7.8,24.4,88.5,166.8,116.3,0.1,0.0,0.0,418.7,11.8,10.7,396.1,0.1
12094,WEST RAJASTHAN,2011,Percentage departure,-100.0,145.0,-61.8,-55.4,-16.6,-14.9,-6.2,78.7,200.8,-97.5,-100.0,-100.0,45.0,44.1,-34.9,55.2,-98.5
12095,WEST RAJASTHAN,2011,No. of districts,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,
12096,WEST RAJASTHAN,2012,Actual,0.5,0.0,0.0,9.5,10.4,5.3,40.4,166.7,92.0,1.9,0.0,0.6,327.3,0.5,19.9,304.3,2.5
12097,WEST RAJASTHAN,2012,Percentage departure,-85.6,-100.0,-100.0,188.7,11.4,-81.6,-57.2,78.5,138.0,-63.8,-99.6,-68.4,13.3,-94.1,21.2,19.3,-71.7
12098,WEST RAJASTHAN,2012,No. of districts,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,
12099,WEST RAJASTHAN,2013,Actual,8.6,21.8,4.2,3.1,1.7,37.6,104.5,138.2,58.7,10.1,1.0,0.0,389.4,30.4,8.9,339.0,11.1
12100,WEST RAJASTHAN,2013,Percentage departure,155.9,351.3,9.7,-6.8,-82.3,30.8,10.7,48.0,51.8,93.8,-43.5,-100.0,34.9,270.8,-45.9,32.9,24.3
12101,WEST RAJASTHAN,2013,No. of districts,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,
12102,WEST RAJASTHAN,2014,Actual,0.8,2.2,4.7,8.4,23.0,13.8,94.3,69.6,84.9,0.5,0.2,0.0,302.4,3.0,36.0,262.6,0.7
12103,WEST RAJASTHAN,2014,Percentage departure,-76.5,-54.9,22.5,155.3,145.7,-51.8,-0.1,-25.4,119.6,-90.2,-88.4,-100.0,4.7,-63.8,119.1,2.9,-92.0
12104,WEST RAJASTHAN,2014,No. of districts,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,
12105,WEST RAJASTHAN,2015,Actual,1.4,0.9,30.3,25.2,15.5,53.2,234.6,60.5,35.7,1.1,0.1,0.0,458.4,2.3,71.0,384.0,1.2
12106,WEST RAJASTHAN,2015,Percentage departure,-59.5,-81.2,696.8,664.6,65.6,85.1,148.6,-35.2,-7.6,-78.8,-96.7,-100.0,58.8,-72.3,331.8,50.5,-87.0
12107,WEST RAJASTHAN,2015,No. of districts,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,
12108,WEST UTTAR PRADESH,1901-2015,Mean,17.4,17.6,11.1,6.2,12.4,76.9,249.2,254.6,149.9,29.3,4.1,7.1,835.9,35.1,29.7,730.6,40.6
12109,WEST UTTAR PRADESH,1901-2015,Standard deviation,15.7,19.7,13.5,10.1,11.6,54.4,85.1,95.6,88.5,45.4,7.3,9.9,184.5,25.0,22.3,172.6,45.9
12110,WEST UTTAR PRADESH,1901-2015,Coefficient of variation,90.5,111.8,121.6,163.4,93.3,70.7,34.1,37.5,59.0,155.1,178.9,140.1,22.1,71.3,75.2,23.6,113.0
12111,WEST UTTAR PRADESH,1901,Actual,51.4,25.6,9.5,0.7,5.6,23.8,201.9,374.3,67.7,7.6,0.0,7.9,775.9,76.9,15.8,667.7,15.4
12112,WEST UTTAR PRADESH,1901,Percentage departure,195.2,44.9,-14.6,-88.3,-55.1,-69.1,-19.0,47.0,-54.8,-74.2,-100.0,9.9,-7.2,119.5,-46.9,-8.6,-62.0
12113,WEST UTTAR PRADESH,1901,No. of districts,28.0,28.0,27.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,,,,,
12114,WEST UTTAR PRADESH,1902,Actual,4.6,4.6,0.6,4.8,7.2,54.5,325.9,180.6,143.1,9.6,0.9,0.2,736.6,9.2,12.7,704.1,10.6
12115,WEST UTTAR PRADESH,1902,Percentage departure,-73.6,-74.0,-94.4,-22.5,-41.6,-29.2,30.8,-29.1,-4.5,-67.2,-78.9,-97.6,-11.9,-73.8,-57.3,-3.6,-73.8
12116,WEST UTTAR PRADESH,1902,No. of districts,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,,,,,
12117,WEST UTTAR PRADESH,1903,Actual,13.4,0.4,1.2,0.0,8.2,32.7,145.4,279.1,150.4,177.3,0.0,0.4,808.4,13.7,9.4,607.6,177.6
12118,WEST UTTAR PRADESH,1903,Percentage departure,-23.1,-98.0,-89.2,-99.6,-33.9,-57.5,-41.6,9.6,0.3,504.5,-100.0,-94.8,-3.3,-60.8,-68.3,-16.8,337.8
12119,WEST UTTAR PRADESH,1903,No. of districts,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,,,,,
12120,WEST UTTAR PRADESH,1904,Actual,6.3,2.0,29.7,0.4,24.8,68.5,358.8,311.1,97.1,2.7,15.7,28.2,945.2,8.2,54.9,835.5,46.6
12121,WEST UTTAR PRADESH,1904,Percentage departure,-63.9,-88.9,168.1,-93.7,99.8,-10.9,44.0,22.2,-35.2,-90.8,282.7,294.5,13.1,-76.5,84.8,14.4,14.8
12122,WEST UTTAR PRADESH,1904,No. of districts,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,,,,,
12123,WEST UTTAR PRADESH,1905,Actual,32.3,26.6,14.8,3.6,7.1,18.9,139.8,95.0,92.2,0.2,0.0,2.9,433.5,59.0,25.5,345.9,3.1
12124,WEST UTTAR PRADESH,1905,Percentage departure,85.7,50.9,33.7,-42.9,-42.9,-75.4,-43.9,-62.7,-38.5,-99.2,-100.0,-59.6,-48.1,68.2,-14.3,-52.6,-92.3
12125,WEST UTTAR PRADESH,1905,No. of districts,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,,,,,
12126,WEST UTTAR PRADESH,1906,Actual,3.3,63.2,21.5,0.2,3.4,206.5,240.5,172.6,260.6,1.1,0.0,5.7,978.7,66.5,25.2,880.2,6.8
12127,WEST UTTAR PRADESH,1906,Percentage departure,-81.0,258.0,94.1,-96.4,-72.3,168.5,-3.5,-32.2,73.9,-96.2,-100.0,-20.7,17.1,89.7,-15.2,20.5,-83.3
12128,WEST UTTAR PRADESH,1906,No. of districts,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,,,,,
12129,WEST UTTAR PRADESH,1907,Actual,13.8,64.8,17.6,27.2,9.6,15.8,176.5,263.9,0.5,0.0,0.0,0.0,589.5,78.6,54.4,456.6,0.0
12130,WEST UTTAR PRADESH,1907,Percentage departure,-20.7,267.1,58.6,337.0,-22.6,-79.5,-29.2,3.6,-99.7,-100.0,-100.0,-100.0,-29.5,124.2,83.0,-37.5,-100.0
12131,WEST UTTAR PRADESH,1907,No. of districts,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,,,,,
12132,WEST UTTAR PRADESH,1908,Actual,22.4,11.4,1.7,1.9,12.0,44.4,325.2,409.1,35.8,0.2,0.7,1.3,866.3,33.9,15.7,814.6,2.2
12133,WEST UTTAR PRADESH,1908,Percentage departure,28.9,-35.2,-84.5,-68.9,-3.2,-42.2,30.5,60.7,-76.1,-99.3,-83.4,-81.3,3.6,-3.4,-47.3,11.5,-94.5
12134,WEST UTTAR PRADESH,1908,No. of districts,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,,,,,
12135,WEST UTTAR PRADESH,1909,Actual,16.7,6.1,0.1,69.0,2.8,163.3,350.6,155.1,106.8,1.1,0.0,31.4,903.0,22.8,71.9,775.8,32.5
12136,WEST UTTAR PRADESH,1909,Percentage departure,-3.9,-65.4,-99.2,1009.8,-77.2,112.4,40.7,-39.1,-28.8,-96.2,-100.0,339.4,8.0,-34.8,142.0,6.2,-19.9
12137,WEST UTTAR PRADESH,1909,No. of districts,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,,,,,
12138,WEST UTTAR PRADESH,1910,Actual,11.1,2.5,0.0,1.4,13.5,88.0,120.3,274.5,205.4,149.5,9.1,0.4,875.9,13.6,15.0,688.3,159.0
12139,WEST UTTAR PRADESH,1910,Percentage departure,-36.0,-86.1,-99.7,-77.3,9.1,14.5,-51.7,7.8,37.1,409.8,121.1,-94.3,4.8,-61.2,-49.6,-5.8,291.8
12140,WEST UTTAR PRADESH,1910,No. of districts,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,,,,,
12141,WEST UTTAR PRADESH,1911,Actual,63.8,0.5,31.6,0.8,0.3,58.8,57.4,135.6,346.2,17.2,38.9,0.6,751.6,64.3,32.6,598.0,56.7
12142,WEST UTTAR PRADESH,1911,Percentage departure,266.3,-97.2,184.7,-87.7,-97.9,-23.6,-77.0,-46.8,131.0,-41.3,847.3,-91.8,-10.1,83.3,9.8,-18.1,39.7
12143,WEST UTTAR PRADESH,1911,No. of districts,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,,,,,
12144,WEST UTTAR PRADESH,1912,Actual,24.5,6.0,8.5,4.1,5.0,27.5,238.1,224.8,254.8,0.1,9.5,1.4,804.5,30.5,17.7,745.2,11.0
12145,WEST UTTAR PRADESH,1912,Percentage departure,40.9,-66.0,-23.2,-33.4,-59.3,-64.2,-4.4,-11.7,70.0,-99.7,131.9,-80.2,-3.8,-12.9,-40.4,2.0,-72.8
12146,WEST UTTAR PRADESH,1912,No. of districts,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,,,,,
